CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
16846,2011-10-20 13:55:00,1,214.32,49,3,2,1,321,Others,0
16847,2011-10-27 13:29:00,1,193.44,42,3,2,1,321,Others,0
16848,2011-10-18 08:42:00,1,281.42,51,3,2,2,322,Others,0
16849,2011-06-06 09:16:00,1,124.57,185,1,2,1,121,At-Risk,1
16850,2011-01-10 11:09:00,1,332.41,332,1,2,2,122,At-Risk,1
16851,2011-12-05 13:32:00,3,342.45,3,5,4,2,542,Others,0
16852,2011-11-29 13:22:00,2,144.91,9,5,3,1,531,Others,0
16855,2011-11-16 12:03:00,2,328.40000000000003,22,4,3,2,432,Others,0
16856,2011-11-25 08:59:00,1,35.400000000000006,13,4,2,1,421,Others,0
16858,2010-12-06 09:52:00,1,375.69000000000005,367,1,2,2,122,At-Risk,1
16859,2011-07-18 12:19:00,2,747.81,143,2,3,3,233,Others,0
16861,2011-10-11 09:05:00,2,173.76,58,3,3,1,331,Others,0
16863,2011-11-08 15:26:00,2,502.8,30,4,3,3,433,Others,0
16866,2011-07-22 10:06:00,3,207.74,139,2,4,1,241,Others,0
16869,2011-11-17 12:02:00,4,817.12,21,4,4,3,443,Others,0
16871,2011-11-17 19:27:00,6,2812.34,21,4,5,5,455,Others,0
16872,2011-09-23 16:05:00,3,680.02,76,2,4,3,243,Others,0
16873,2011-12-05 12:05:00,6,7123.62,3,5,5,5,555,High-Value,0
16875,2011-10-03 13:39:00,5,2095.53,66,3,4,5,345,Others,0
16877,2011-11-27 13:47:00,6,846.62,11,5,5,3,553,Loyal,0
16878,2011-09-16 17:39:00,1,13.3,83,2,2,1,221,Others,0
16880,2011-11-09 11:33:00,7,1491.43,29,4,5,4,454,Others,0
16881,2011-10-04 10:33:00,1,432.0,65,3,2,2,322,Others,0
16882,2011-10-04 10:42:00,3,705.12,65,3,4,3,343,Others,0
16883,2011-06-05 12:51:00,2,272.48,186,1,3,2,132,Others,1
16884,2011-11-02 11:52:00,2,429.84,36,3,3,2,332,Others,0
16885,2011-11-24 13:40:00,3,450.41,14,4,4,2,442,Others,0
16887,2011-11-04 14:07:00,1,192.33,34,3,2,1,321,Others,0
16889,2011-05-29 11:05:00,3,1578.67,193,1,4,4,144,Others,1
16891,2011-12-08 11:15:00,5,742.43,0,5,4,3,543,Loyal,0
16892,2011-12-08 13:18:00,5,518.19,0,5,4,3,543,Loyal,0
16893,2010-12-08 12:06:00,1,145.93,365,1,2,1,121,At-Risk,1
16895,2011-10-06 12:15:00,1,202.27,63,3,2,1,321,Others,0
16897,2011-02-13 15:02:00,2,289.78,298,1,3,2,132,Others,1
16898,2011-11-13 15:44:00,3,501.03,25,4,4,3,443,Others,0
16899,2011-12-02 12:03:00,6,1271.06,6,5,5,4,554,Loyal,0
16900,2011-11-23 10:32:00,3,887.11,15,4,4,3,443,Others,0
16902,2011-08-15 14:17:00,1,1706.88,115,2,2,4,224,Others,0
16903,2011-11-10 15:32:00,1,363.2,28,4,2,2,422,Others,0
16904,2011-12-05 13:10:00,16,3653.75,3,5,5,5,555,High-Value,3
16905,2011-12-04 14:01:00,7,3037.6,4,5,5,5,555,High-Value,0
16906,2011-09-19 11:49:00,4,559.59,80,2,4,3,243,Others,0
16907,2011-11-10 18:04:00,5,928.76,28,4,4,3,443,Others,0
16909,2011-09-28 16:45:00,1,379.14,71,2,2,2,222,Others,0
16910,2011-12-05 12:51:00,8,1508.96,3,5,5,4,554,Loyal,0
16912,2011-11-11 12:18:00,11,2555.58,27,4,5,5,455,Others,0
16913,2011-02-22 12:56:00,1,113.44,289,1,2,1,121,At-Risk,1
16914,2011-11-03 15:27:00,1,183.76,35,3,2,1,321,Others,0
16915,2011-11-30 16:39:00,6,621.6800000000001,8,5,5,3,553,Loyal,0
16916,2011-11-16 12:08:00,2,562.41,22,4,3,3,433,Others,0
16917,2011-03-08 11:55:00,1,391.52,275,1,2,2,122,At-Risk,1
16918,2011-10-21 12:50:00,6,1068.82,48,3,5,4,354,Others,0
16919,2011-07-06 13:35:00,11,2592.25,155,2,5,5,255,Others,0
16921,2011-10-09 16:22:00,1,154.18,60,3,2,1,321,Others,0
16923,2011-11-27 13:00:00,19,7069.08,11,5,5,5,555,High-Value,3
16924,2011-11-18 12:53:00,3,829.89,20,4,4,3,443,Others,0
16926,2010-12-03 13:42:00,1,230.25,370,1,2,1,121,At-Risk,1
16927,2011-08-16 11:10:00,3,543.05,114,2,4,3,243,Others,0
16928,2011-09-20 15:10:00,17,2814.7,79,2,5,5,255,Others,3
16929,2011-12-06 08:37:00,7,1295.39,2,5,5,4,554,Loyal,0
16930,2011-11-13 16:13:00,3,378.89,25,4,4,2,442,Others,0
16931,2011-12-04 13:15:00,21,4554.87,4,5,5,5,555,High-Value,3
16932,2011-10-17 14:12:00,1,150.23000000000002,52,3,2,1,321,Others,0
16933,2011-12-08 12:54:00,2,563.23,0,5,3,3,533,Others,0
16934,2011-10-16 12:40:00,2,931.03,53,3,3,3,333,Others,0
16936,2011-11-14 11:04:00,1,261.9,24,4,2,2,422,Others,0
16938,2011-12-01 10:20:00,4,2711.6800000000003,7,5,4,5,545,Others,0
16940,2011-10-18 13:15:00,3,3049.88,51,3,4,5,345,Others,0
16942,2011-11-27 12:40:00,9,1904.99,11,5,5,4,554,Loyal,0
16943,2011-05-12 11:57:00,3,816.73,210,1,4,3,143,Others,1
16945,2011-11-18 11:39:00,19,4345.5,20,4,5,5,455,Others,3
16947,2011-04-18 09:38:00,1,406.48,234,1,2,2,122,At-Risk,1
16948,2011-07-24 12:46:00,3,435.02,137,2,4,2,242,Others,0
16949,2011-12-06 11:07:00,6,1286.27,2,5,5,4,554,Loyal,0
16950,2011-10-14 09:06:00,3,1178.56,55,3,4,4,344,Others,0
16951,2011-07-28 12:05:00,3,1277.75,133,2,4,4,244,Others,0
16952,2011-08-22 13:03:00,2,167.61,108,2,3,1,231,Others,0
16953,2011-11-09 15:54:00,1,20.8,29,4,2,1,421,Others,0
16954,2011-12-09 09:46:00,9,2085.08,-1,5,5,5,555,High-Value,0
16955,2011-06-08 10:36:00,4,518.67,183,1,4,3,143,Others,1
16956,2011-11-22 08:56:00,1,308.74,16,4,2,2,422,Others,0
16957,2011-04-14 13:56:00,2,416.64,238,1,3,2,132,Others,1
16959,2011-09-13 15:03:00,1,117.35,86,2,2,1,221,Others,0
16960,2011-11-01 11:35:00,3,507.05,37,3,4,3,343,Others,0
16961,2011-08-15 13:46:00,1,234.17,115,2,2,1,221,Others,0
16963,2011-06-05 13:48:00,1,110.55,186,1,2,1,121,At-Risk,1
16965,2011-04-27 12:08:00,1,201.19,225,1,2,1,121,At-Risk,1
16966,2011-12-01 13:40:00,7,2154.97,7,5,5,5,555,High-Value,0
16967,2011-06-03 14:24:00,1,319.02,188,1,2,2,122,At-Risk,1
16968,2011-12-05 15:02:00,2,439.43,3,5,3,2,532,Others,0
16969,2011-10-31 13:12:00,3,650.41,38,3,4,3,343,Others,0
16971,2011-11-01 15:06:00,1,357.21,37,3,2,2,322,Others,0
16976,2011-03-17 16:33:00,1,251.52,266,1,2,2,122,At-Risk,1
16978,2011-09-23 12:50:00,1,344.33,76,2,2,2,222,Others,0
16979,2011-12-06 12:21:00,6,1852.0,2,5,5,4,554,Loyal,0
16980,2011-03-29 16:36:00,2,1028.46,254,1,3,4,134,Others,1
16982,2011-10-10 12:28:00,1,384.06,59,3,2,2,322,Others,0
16983,2011-11-27 12:10:00,7,1905.87,11,5,5,4,554,Loyal,0
16984,2011-09-12 13:43:00,2,4459.52,87,2,3,5,235,Others,0
16985,2011-11-22 13:33:00,10,5464.12,16,4,5,5,455,Others,0
16986,2011-11-10 11:55:00,2,1873.2,28,4,3,4,434,Others,0
16987,2011-12-06 17:26:00,7,1616.8,2,5,5,4,554,Loyal,0
16988,2011-12-04 16:02:00,1,126.12,4,5,2,1,521,Others,0
16989,2011-12-02 16:39:00,6,1133.25,6,5,5,4,554,Loyal,0
16990,2011-05-05 08:30:00,1,179.0,217,1,2,1,121,At-Risk,1
16992,2011-11-29 11:50:00,5,1614.31,9,5,4,4,544,Loyal,0
16996,2011-11-09 16:43:00,6,1456.96,29,4,5,4,454,Others,0
16997,2011-02-24 17:28:00,3,702.0,287,1,4,3,143,Others,1
16998,2011-07-13 09:44:00,4,295.0,148,2,4,2,242,Others,1
16999,2011-11-16 13:53:00,2,484.82,22,4,3,2,432,Others,0
17001,2011-12-09 09:38:00,11,3989.57,-1,5,5,5,555,High-Value,0
17002,2011-09-15 12:40:00,3,1493.73,84,2,4,4,244,Others,0
17004,2011-10-24 14:25:00,2,1312.14,45,3,3,4,334,Others,0
17006,2011-12-05 12:09:00,4,781.78,3,5,4,3,543,Loyal,0
17007,2011-10-20 10:47:00,6,889.9300000000001,49,3,5,3,353,Others,0
17010,2011-11-21 14:49:00,1,195.36,17,4,2,1,421,Others,0
17011,2011-11-09 13:30:00,1,270.9,29,4,2,2,422,Others,0
17014,2011-12-01 14:09:00,3,583.4300000000001,7,5,4,3,543,Loyal,0
17015,2011-11-11 10:45:00,3,1838.61,27,4,4,4,444,Others,0
17017,2011-12-07 09:32:00,20,8694.26,1,5,5,5,555,High-Value,3
17018,2011-10-30 11:42:00,2,920.1,39,3,3,3,333,Others,0
17019,2011-11-28 13:06:00,4,1258.08,10,5,4,4,544,Loyal,0
17022,2011-11-08 17:09:00,1,71.0,30,4,2,1,421,Others,0
17024,2011-10-25 13:47:00,3,95.85,44,3,4,1,341,Others,0
17025,2011-10-10 09:06:00,3,357.77,59,3,4,2,342,Others,0
17026,2011-06-07 14:28:00,2,154.83,184,1,3,1,131,Others,1
17027,2011-09-22 12:24:00,6,877.5600000000001,77,2,5,3,253,Others,0
17029,2011-08-21 11:06:00,2,716.0,109,2,3,3,233,Others,0
17030,2011-10-07 08:49:00,1,146.87,62,3,2,1,321,Others,0
17031,2011-11-28 10:23:00,2,380.35,10,5,3,2,532,Others,0
17033,2011-09-14 14:34:00,3,1030.14,85,2,4,4,244,Others,0
17034,2011-11-23 15:14:00,3,745.52,15,4,4,3,443,Others,0
17035,2011-04-08 11:23:00,2,433.53,244,1,3,2,132,Others,1
17037,2011-09-13 12:49:00,1,1267.32,86,2,2,4,224,Others,0
17038,2011-11-09 13:50:00,1,112.4,29,4,2,1,421,Others,0
17040,2011-07-25 10:19:00,1,449.73,136,2,2,2,222,Others,0
17041,2011-11-13 11:21:00,3,1071.49,25,4,4,4,444,Others,0
17042,2011-12-07 12:26:00,5,1036.58,1,5,4,4,544,Loyal,0
17043,2011-11-07 15:33:00,4,1735.18,31,4,4,4,444,Others,0
17044,2011-11-14 14:28:00,1,948.48,24,4,2,4,424,Others,0
17045,2011-08-18 17:09:00,3,339.44,112,2,4,2,242,Others,0
17046,2011-07-05 14:24:00,1,642.02,156,2,2,3,223,Others,1
17047,2011-09-15 13:27:00,3,1100.9,84,2,4,4,244,Others,0
17048,2011-08-14 11:49:00,3,925.35,116,2,4,3,243,Others,0
17049,2011-12-07 10:48:00,9,5655.03,1,5,5,5,555,High-Value,0
17050,2011-09-04 13:48:00,6,3185.64,95,2,5,5,255,Others,0
17051,2011-05-29 14:13:00,1,240.89,193,1,2,1,121,At-Risk,1
17052,2011-11-11 14:50:00,1,399.09,27,4,2,2,422,Others,0
17053,2011-08-01 10:23:00,1,498.48,129,2,2,3,223,Others,0
17054,2011-11-11 12:56:00,5,1356.33,27,4,4,4,444,Others,0
17058,2011-09-19 10:13:00,3,1179.89,80,2,4,4,244,Others,0
17059,2011-11-10 12:27:00,5,3080.39,28,4,4,5,445,Others,0
17060,2011-03-18 13:27:00,1,234.24,265,1,2,1,121,At-Risk,1
17061,2011-09-27 11:24:00,11,5232.2300000000005,72,2,5,5,255,Others,0
17062,2011-01-30 11:01:00,4,533.33,312,1,4,3,143,Others,1
17063,2011-11-18 16:19:00,7,1461.14,20,4,5,4,454,Others,0
17064,2011-10-12 10:18:00,3,855.45,57,3,4,3,343,Others,0
17068,2011-11-27 13:14:00,21,4552.14,11,5,5,5,555,High-Value,3
17069,2011-11-11 17:13:00,9,2709.7000000000003,27,4,5,5,455,Others,0
17070,2011-08-17 17:01:00,1,304.24,113,2,2,2,222,Others,0
17071,2011-11-11 16:31:00,9,2429.03,27,4,5,5,455,Others,0
17073,2011-11-22 11:47:00,4,1446.09,16,4,4,4,444,Others,0
17075,2011-11-22 11:58:00,4,834.12,16,4,4,3,443,Others,0
17076,2011-11-03 17:53:00,3,841.0799999999999,35,3,4,3,343,Others,0
17078,2011-11-03 19:17:00,2,378.2,35,3,3,2,332,Others,0
17079,2011-09-22 15:34:00,1,118.8,77,2,2,1,221,Others,0
17080,2011-11-17 12:59:00,2,287.62,21,4,3,2,432,Others,0
17081,2011-11-14 12:56:00,2,288.91,24,4,3,2,432,Others,0
17082,2011-11-06 15:17:00,2,2003.85,32,3,3,4,334,Others,0
17083,2011-08-22 15:43:00,3,1405.78,108,2,4,4,244,Others,0
17084,2011-11-04 14:54:00,2,2747.99,34,3,3,5,335,Others,0
17085,2011-08-08 14:15:00,5,1562.4,122,2,4,4,244,Others,0
17086,2011-12-02 13:54:00,6,2050.08,6,5,5,4,554,Loyal,0
17088,2011-11-11 14:23:00,4,1991.01,27,4,4,4,444,Others,0
17090,2011-12-05 13:44:00,7,1974.65,3,5,5,4,554,Loyal,0
17091,2011-12-07 10:43:00,9,3827.76,1,5,5,5,555,High-Value,0
17092,2011-10-20 19:51:00,4,1774.03,49,3,4,4,344,Others,0
17094,2011-01-21 13:09:00,1,302.0,321,1,2,2,122,At-Risk,1
17095,2011-11-17 12:21:00,3,1324.16,21,4,4,4,444,Others,0
17096,2011-11-24 15:01:00,4,1022.13,14,4,4,4,444,Others,0
17097,2011-12-07 17:05:00,8,954.42,1,5,5,4,554,Loyal,0
17100,2011-11-21 16:36:00,2,971.74,17,4,3,4,434,Others,0
17101,2011-11-29 13:57:00,4,1621.73,9,5,4,4,544,Loyal,0
17102,2011-03-23 10:08:00,1,25.5,260,1,2,1,121,At-Risk,1
17105,2011-07-03 15:53:00,2,665.78,158,2,3,3,233,Others,1
17107,2011-11-06 14:14:00,6,10797.48,32,3,5,5,355,Others,0
17109,2011-11-10 16:59:00,6,881.29,28,4,5,3,453,Others,0
17110,2011-06-27 12:58:00,1,163.29999999999998,164,2,2,1,221,Others,1
17111,2011-10-23 15:59:00,1,231.61,46,3,2,1,321,Others,0
17114,2011-12-04 12:17:00,8,801.12,4,5,5,3,553,Loyal,0
17115,2011-12-01 14:30:00,3,837.5,7,5,4,3,543,Loyal,0
17117,2011-02-24 13:54:00,1,116.2,287,1,2,1,121,At-Risk,1
17118,2011-01-26 12:19:00,1,157.02,316,1,2,1,121,At-Risk,1
17119,2011-12-06 14:40:00,2,606.91,2,5,3,3,533,Others,0
17120,2011-04-20 15:21:00,1,307.46,232,1,2,2,122,At-Risk,1
17122,2011-08-12 14:33:00,1,138.32,118,2,2,1,221,Others,0
17123,2011-07-01 10:47:00,1,345.3,160,2,2,2,222,Others,1
17124,2011-06-07 14:02:00,1,294.24,184,1,2,2,122,At-Risk,1
17125,2011-10-20 14:41:00,1,230.5,49,3,2,1,321,Others,0
17126,2011-07-10 13:52:00,5,989.45,151,2,4,4,244,Others,1
17128,2011-01-09 12:02:00,1,157.09,333,1,2,1,121,At-Risk,1
17131,2011-12-04 12:52:00,5,2463.17,4,5,4,5,545,Others,0
17133,2011-11-24 12:27:00,7,4892.240000000001,14,4,5,5,455,Others,0
17134,2011-08-25 09:53:00,2,413.2,105,2,3,2,232,Others,0
17135,2011-11-23 16:48:00,7,1139.73,15,4,5,4,454,Others,0
17138,2011-03-09 11:54:00,1,380.5,274,1,2,2,122,At-Risk,1
17139,2011-11-24 10:12:00,12,10650.77,14,4,5,5,455,Others,3
17140,2011-04-06 13:33:00,1,454.12,246,1,2,2,122,At-Risk,1
17142,2011-04-14 18:22:00,1,579.0,238,1,2,3,123,Others,1
17144,2011-12-08 17:57:00,2,984.57,0,5,3,4,534,Others,0
17146,2011-08-26 12:44:00,3,749.78,104,2,4,3,243,Others,0
17147,2011-11-17 12:32:00,4,1714.59,21,4,4,4,444,Others,0
17148,2011-10-19 09:59:00,1,124.88,50,3,2,1,321,Others,0
17152,2011-05-29 12:19:00,3,1689.5,193,1,4,4,144,Others,1
17153,2011-11-15 13:42:00,1,213.78,23,4,2,1,421,Others,0
17154,2011-09-25 13:42:00,1,329.34,74,2,2,2,222,Others,0
17155,2011-11-22 12:38:00,2,251.7,16,4,3,2,432,Others,0
17157,2011-12-02 09:10:00,2,319.0,6,5,3,2,532,Others,0
17158,2011-11-07 15:15:00,3,1266.97,31,4,4,4,444,Others,0
17159,2011-11-18 10:52:00,3,1538.88,20,4,4,4,444,Others,0
17160,2011-11-08 14:05:00,6,3518.03,30,4,5,5,455,Others,0
17162,2011-11-11 11:34:00,10,1715.46,27,4,5,4,454,Others,0
17163,2011-11-18 08:57:00,2,293.1,20,4,3,2,432,Others,0
17164,2011-11-07 09:14:00,7,2467.35,31,4,5,5,455,Others,0
17165,2011-02-28 16:39:00,1,158.68,283,1,2,1,121,At-Risk,1
17166,2011-11-01 09:46:00,2,206.34,37,3,3,1,331,Others,0
17169,2011-10-13 10:25:00,2,835.78,56,3,3,3,333,Others,0
17171,2011-02-23 16:37:00,1,224.91,288,1,2,1,121,At-Risk,1
17172,2011-09-22 09:36:00,1,317.76,77,2,2,2,222,Others,0
17173,2011-12-04 14:40:00,8,3766.6,4,5,5,5,555,High-Value,0
17174,2011-05-06 11:47:00,1,59.9,216,1,2,1,121,At-Risk,1
17175,2011-10-26 15:31:00,4,1443.69,43,3,4,4,344,Others,0
17176,2011-05-22 12:41:00,1,306.13,200,1,2,2,122,At-Risk,1
17179,2011-06-14 16:48:00,3,711.79,177,2,4,3,243,Others,1
17180,2011-10-14 15:46:00,4,783.97,55,3,4,3,343,Others,0
17181,2011-10-13 14:48:00,2,239.92,56,3,3,1,331,Others,0
17183,2011-12-02 10:07:00,6,3347.31,6,5,5,5,555,High-Value,0
17186,2011-10-24 10:20:00,2,144.0,45,3,3,1,331,Others,0
17187,2011-04-27 12:39:00,1,203.95,225,1,2,1,121,At-Risk,1
17188,2011-11-28 13:53:00,7,2474.23,10,5,5,5,555,High-Value,0
17189,2011-08-25 19:39:00,2,383.75,105,2,3,2,232,Others,0
17190,2011-10-12 11:33:00,2,444.74,57,3,3,2,332,Others,0
17191,2011-11-11 16:58:00,7,2093.68,27,4,5,5,455,Others,0
17193,2011-11-04 12:47:00,7,1699.3,34,3,5,4,354,Others,0
17194,2011-03-11 12:05:00,2,262.62,272,1,3,2,132,Others,1
17197,2011-11-10 10:32:00,1,1013.01,28,4,2,4,424,Others,0
17198,2011-11-16 10:39:00,3,692.22,22,4,4,3,443,Others,0
17201,2011-10-17 11:55:00,1,289.78000000000003,52,3,2,2,322,Others,0
17203,2011-11-04 12:27:00,6,3560.08,34,3,5,5,355,Others,0
17204,2011-06-17 14:46:00,4,1564.56,174,2,4,4,244,Others,1
17205,2011-10-17 12:46:00,1,384.08,52,3,2,2,322,Others,0
17206,2011-10-17 13:25:00,1,204.24,52,3,2,1,321,Others,0
17211,2011-11-13 12:03:00,8,2317.2200000000003,25,4,5,5,455,Others,0
17212,2011-03-31 19:42:00,1,226.85,252,1,2,1,121,At-Risk,1
17213,2011-10-30 14:53:00,7,2781.23,39,3,5,5,355,Others,0
17214,2011-10-10 13:17:00,6,1059.12,59,3,5,4,354,Others,0
17217,2011-04-19 17:19:00,1,113.5,233,1,2,1,121,At-Risk,1
17218,2011-12-05 13:52:00,10,1951.97,3,5,5,4,554,Loyal,0
17219,2011-11-08 11:25:00,1,114.23,30,4,2,1,421,Others,0
17220,2011-11-15 13:47:00,14,3187.55,23,4,5,5,455,Others,0
17221,2011-12-02 13:35:00,2,334.48,6,5,3,2,532,Others,0
17222,2011-10-05 13:58:00,1,328.65,64,3,2,2,322,Others,0
17223,2011-02-02 15:57:00,2,416.89,309,1,3,2,132,Others,1
17226,2011-02-04 11:52:00,1,393.49,307,1,2,2,122,At-Risk,1
17227,2011-11-21 10:51:00,6,939.32,17,4,5,4,454,Others,0
17228,2011-11-24 10:24:00,8,1906.09,14,4,5,4,454,Others,0
17229,2011-09-04 13:56:00,2,318.76,95,2,3,2,232,Others,0
17230,2011-03-20 16:12:00,8,3638.41,263,1,5,5,155,Others,1
17231,2011-11-27 15:18:00,10,3124.72,11,5,5,5,555,High-Value,0
17232,2011-12-07 12:21:00,2,417.77,1,5,3,2,532,Others,0
17233,2011-11-04 14:06:00,1,190.88,34,3,2,1,321,Others,0
17234,2011-06-10 11:20:00,1,149.89,181,1,2,1,121,At-Risk,1
17235,2011-11-14 15:51:00,2,550.0600000000001,24,4,3,3,433,Others,0
17236,2011-11-27 12:00:00,6,916.13,11,5,5,3,553,Loyal,0
17237,2011-11-28 15:02:00,2,314.69,10,5,3,2,532,Others,0
17238,2011-12-07 11:35:00,17,3719.1,1,5,5,5,555,High-Value,3
17239,2011-01-31 09:41:00,1,382.5,311,1,2,2,122,At-Risk,1
17242,2011-08-23 14:55:00,2,1135.04,107,2,3,4,234,Others,0
17243,2011-12-08 13:26:00,26,8540.05,0,5,5,5,555,High-Value,3
17244,2011-10-17 15:19:00,1,954.9,52,3,2,4,324,Others,0
17245,2011-05-19 10:43:00,1,171.45000000000002,203,1,2,1,121,At-Risk,1
17247,2011-11-24 15:21:00,1,280.09000000000003,14,4,2,2,422,Others,0
17248,2011-08-11 13:34:00,1,318.65,119,2,2,2,222,Others,0
17250,2011-12-06 12:15:00,2,381.97,2,5,3,2,532,Others,0
17251,2010-12-12 11:06:00,1,269.83,361,1,2,2,122,At-Risk,1
17252,2011-08-15 09:45:00,2,348.91,115,2,3,2,232,Others,0
17253,2011-11-21 12:59:00,1,178.26,17,4,2,1,421,Others,0
17254,2011-12-05 12:46:00,2,271.19,3,5,3,2,532,Others,0
17255,2011-10-30 12:18:00,2,291.48,39,3,3,2,332,Others,0
17256,2011-08-24 13:30:00,2,240.0,106,2,3,1,231,Others,0
17259,2011-07-14 15:01:00,2,581.23,147,2,3,3,233,Others,1
17262,2011-10-18 12:56:00,5,1253.36,51,3,4,4,344,Others,0
17263,2011-05-15 14:32:00,1,63.440000000000005,207,1,2,1,121,At-Risk,1
17265,2011-07-24 10:49:00,2,550.01,137,2,3,3,233,Others,0
17266,2011-12-07 14:12:00,3,296.58,1,5,4,2,542,Others,0
17267,2011-08-04 17:22:00,2,317.2,126,2,3,2,232,Others,0
17268,2011-08-24 10:06:00,4,763.64,106,2,4,3,243,Others,0
17272,2011-10-28 16:37:00,4,2148.63,41,3,4,5,345,Others,0
17274,2011-11-04 13:16:00,1,107.82,34,3,2,1,321,Others,0
17277,2011-04-26 12:47:00,2,1065.35,226,1,3,4,134,Others,1
17278,2011-04-12 13:10:00,1,246.04,240,1,2,1,121,At-Risk,1
17279,2011-10-13 11:58:00,1,187.83,56,3,2,1,321,Others,0
17282,2011-08-01 14:29:00,3,1685.46,129,2,4,4,244,Others,0
17284,2011-10-10 14:38:00,6,1647.48,59,3,5,4,354,Others,0
17286,2011-11-18 12:47:00,1,151.37,20,4,2,1,421,Others,0
17287,2011-11-13 13:27:00,7,1049.06,25,4,5,4,454,Others,0
17288,2011-11-30 16:09:00,7,1417.63,8,5,5,4,554,Loyal,0
17289,2011-11-08 12:01:00,3,931.02,30,4,4,3,443,Others,0
17290,2011-12-06 12:38:00,2,513.01,2,5,3,3,533,Others,0
17291,2011-02-04 13:04:00,1,550.8000000000001,307,1,2,3,123,Others,1
17293,2011-12-01 14:37:00,9,1854.06,7,5,5,4,554,Loyal,0
17295,2011-11-11 10:49:00,3,547.0,27,4,4,3,443,Others,0
17297,2011-11-22 14:43:00,1,128.18,16,4,2,1,421,Others,0
17298,2011-08-30 16:43:00,2,498.42,100,2,3,3,233,Others,0
17299,2011-11-28 12:01:00,4,656.61,10,5,4,3,543,Loyal,0
17301,2011-11-18 13:43:00,1,163.24,20,4,2,1,421,Others,0
17302,2011-11-25 09:36:00,5,1135.63,13,4,4,4,444,Others,0
17303,2010-12-13 13:32:00,1,250.04,360,1,2,2,122,At-Risk,1
17306,2011-11-29 12:14:00,19,8631.31,9,5,5,5,555,High-Value,3
17309,2011-09-05 15:20:00,1,82.75,94,2,2,1,221,Others,0
17311,2011-09-22 14:11:00,2,1384.85,77,2,3,4,234,Others,0
17312,2011-07-24 11:52:00,3,644.3,137,2,4,3,243,Others,0
17313,2011-11-08 15:45:00,1,2328.84,30,4,2,5,425,Others,0
17314,2011-11-15 09:41:00,8,2527.92,23,4,5,5,455,Others,0
17315,2011-12-08 12:15:00,38,6281.2300000000005,0,5,5,5,555,High-Value,3
17317,2011-10-24 17:19:00,3,2600.34,45,3,4,5,345,Others,0
17320,2011-08-31 13:31:00,3,1200.62,99,2,4,4,244,Others,0
17321,2011-12-01 13:41:00,2,657.16,7,5,3,3,533,Others,0
17323,2011-11-24 17:29:00,7,906.52,14,4,5,3,453,Others,0
17324,2011-11-22 10:34:00,4,986.48,16,4,4,4,444,Others,0
17325,2011-03-04 13:09:00,1,96.8,279,1,2,1,121,At-Risk,1
17329,2011-11-25 14:24:00,2,523.11,13,4,3,3,433,Others,0
17330,2011-11-17 08:56:00,2,363.9,21,4,3,2,432,Others,0
17331,2011-08-08 11:55:00,1,175.2,122,2,2,1,221,Others,0
17333,2011-09-15 10:11:00,1,494.25,84,2,2,3,223,Others,0
17334,2011-02-10 14:59:00,2,307.02000000000004,301,1,3,2,132,Others,1
17337,2011-07-11 14:55:00,4,1981.06,150,2,4,4,244,Others,1
17338,2011-11-22 14:23:00,8,6493.54,16,4,5,5,455,Others,0
17339,2011-09-06 13:29:00,2,243.36,93,2,3,1,231,Others,0
17340,2011-11-10 10:45:00,11,12353.29,28,4,5,5,455,Others,3
17341,2011-07-06 12:33:00,3,682.29,155,2,4,3,243,Others,1
17343,2010-12-19 15:07:00,1,193.64,354,1,2,1,121,At-Risk,1
17344,2011-10-24 12:56:00,1,157.62,45,3,2,1,321,Others,0
17345,2011-11-24 15:03:00,4,519.6899999999999,14,4,4,3,443,Others,0
17346,2011-12-06 12:18:00,15,2622.88,2,5,5,5,555,High-Value,3
17347,2011-09-14 13:12:00,1,228.96,85,2,2,1,221,Others,0
17348,2011-11-25 11:25:00,5,1156.6,13,4,4,4,444,Others,0
17349,2011-06-13 14:29:00,1,98.25,178,2,2,1,221,Others,1
17350,2011-12-01 15:47:00,4,1281.32,7,5,4,4,544,Loyal,0
17351,2011-11-03 18:45:00,3,587.15,35,3,4,3,343,Others,0
17353,2011-08-02 17:19:00,2,1740.0,128,2,3,4,234,Others,0
17354,2011-10-20 10:34:00,1,1393.06,49,3,2,4,324,Others,0
17356,2011-02-01 11:07:00,1,178.22,310,1,2,1,121,At-Risk,1
17357,2011-11-15 16:30:00,2,384.39,23,4,3,2,432,Others,0
17358,2011-02-09 16:57:00,2,360.81,302,1,3,2,132,Others,1
17359,2011-11-28 14:37:00,1,127.86,10,5,2,1,521,Others,0
17360,2011-11-22 13:11:00,3,568.24,16,4,4,3,443,Others,0
17361,2011-10-21 15:43:00,3,488.2,48,3,4,3,343,Others,0
17362,2011-04-14 14:43:00,2,312.23,238,1,3,2,132,Others,1
17364,2011-12-09 09:00:00,11,4462.68,-1,5,5,5,555,High-Value,0
17365,2011-11-27 12:13:00,8,4767.36,11,5,5,5,555,High-Value,0
17367,2011-04-15 14:21:00,1,167.55,237,1,2,1,121,At-Risk,1
17368,2011-11-16 15:26:00,8,1878.87,22,4,5,4,454,Others,0
17370,2011-09-28 10:14:00,4,446.18,71,2,4,2,242,Others,0
